1.0000000000e-04, 1.8598902939e-07, -1.3286606404e-07, 1.8577164231e-07, -1.3269403022e-07
1.0304105579e-04, 2.0349219335e-07, -1.4537072173e-07, 2.0324053074e-07, -1.4517180767e-07
1.0617459179e-04, 2.2264317747e-07, -1.5905278574e-07, 2.2235209218e-07, -1.5882292299e-07
1.0940342036e-04, 2.4360083118e-07, -1.7402390162e-07, 2.4326079408e-07, -1.7375771006e-07
1.1273043941e-04, 2.6652812134e-07, -1.9040496044e-07, 2.6613562911e-07, -1.9009687794e-07
1.1615863496e-04, 2.9161476672e-07, -2.0832920960e-07, 2.9116148104e-07, -2.0797248646e-07
1.1969108386e-04, 3.1906436524e-07, -2.2794215420e-07, 3.1854061902e-07, -2.2752901359e-07
1.2333095650e-04, 3.4909948718e-07, -2.4940287298e-07, 3.4849433244e-07, -2.4892452317e-07
1.2708151969e-04, 3.8196444003e-07, -2.7288583961e-07, 3.8126471944e-07, -2.7233194246e-07
1.3094613961e-04, 4.1792595722e-07, -2.9858554595e-07, 4.1711664369e-07, -2.9794045978e-07
1.3492828477e-04, 4.5726990845e-07, -3.2670351356e-07, 4.5633987507e-07, -3.2595705362e-07
1.3903152919e-04, 5.0032652257e-07, -3.5747232952e-07, 4.9925143179e-07, -3.5660816556e-07
1.4325955555e-04, 5.4744135812e-07, -3.9114149929e-07, 5.4619814256e-07, -3.9014153040e-07
1.4761615857e-04, 5.9899786895e-07, -4.2798662565e-07, 5.9755944989e-07, -4.2682817849e-07
1.5210524830e-04, 6.5541489740e-07, -4.6830630236e-07, 6.5375047685e-07, -4.6696462632e-07
1.5673085377e-04, 7.1715250197e-07, -5.1242936717e-07, 7.1522538228e-07, -5.1087527306e-07
1.6149712647e-04, 7.8471279351e-07, -5.6071526861e-07, 7.8248103148e-07, -5.5891502249e-07
1.6640834419e-04, 8.5864607622e-07, -6.1354864672e-07, 8.5606101209e-07, -6.1147215149e-07
1.7146891478e-04, 9.3955616164e-07, -6.7137740183e-07, 9.3656002758e-07, -6.6897144827e-07
1.7668338014e-04, 1.0281025379e-06, -7.3466774342e-07, 1.0246287039e-06, -7.3187764562e-07
1.8205642030e-04, 1.1250069266e-06, -8.0393475942e-07, 1.1209788480e-06, -8.0069917714e-07
1.8759285762e-04, 1.2310595629e-06, -8.7974351171e-07, 1.2263892012e-06, -8.7599228657e-07
1.9329766108e-04, 1.3471283121e-06, -9.6271462005e-07, 1.3417117330e-06, -9.5836552358e-07
1.9917595079e-04, 1.4741624274e-06, -1.0535335267e-06, 1.4678785273e-06, -1.0484846623e-06
2.0523300258e-04, 1.6132021251e-06, -1.1529351503e-06, 1.6059093155e-06, -1.1470780825e-06
2.1147425269e-04, 1.7653831839e-06, -1.2617398522e-06, 1.7569197190e-06, -1.2549426564e-06
2.1790530270e-04, 1.9319525135e-06, -1.3808437873e-06, 1.9221302655e-06, -1.3729501897e-06
2.2453192452e-04, 2.1143010559e-06, -1.5112197446e-06, 2.1028762542e-06, -1.5020544673e-06
2.3136006562e-04, 2.3138745773e-06, -1.6539374988e-06, 2.3006185480e-06, -1.6432989629e-06
2.3839585429e-04, 2.5323422259e-06, -1.8102473238e-06, 2.5169553809e-06, -1.7978252721e-06
2.4564560522e-04, 2.7715027061e-06, -1.9813856336e-06, 2.7536352756e-06, -1.9668823397e-06
2.5311582513e-04, 3.0333119733e-06, -2.1687107407e-06, 3.0125711757e-06, -2.1518365541e-06
2.6081321858e-04, 3.3199273942e-06, -2.3737824017e-06, 3.2958559069e-06, -2.3541827906e-06
2.6874469407e-04, 3.6336943645e-06, -2.5984193145e-06, 3.6057790922e-06, -2.5755564944e-06
2.7691737015e-04, 3.9772414634e-06, -2.8442722234e-06, 3.9448456574e-06, -2.8177468982e-06
2.8533858188e-04, 4.3534172576e-06, -3.1135616209e-06, 4.3157960771e-06, -3.0827114836e-06
2.9401588735e-04, 4.7653003139e-06, -3.4083657429e-06, 4.7216285240e-06, -3.3725918028e-06
3.0295707451e-04, 5.2163993489e-06, -3.7314023872e-06, 5.1656231018e-06, -3.6897307870e-06
3.1217016817e-04, 5.7102953368e-06, -4.0850674202e-06, 5.6513683562e-06, -4.0366916830e-06
3.2166343715e-04, 6.2512320963e-06, -4.4724612846e-06, 6.1827902786e-06, -4.4162787705e-06
3.3144540173e-04, 6.8436621549e-06, -4.8967006103e-06, 6.7641840384e-06, -4.8315600274e-06
3.4152484132e-04, 7.4927130839e-06, -5.3618945048e-06, 7.4002486973e-06, -5.2858919266e-06
3.5191080228e-04, 8.2036202860e-06, -5.8713591896e-06, 8.0961251898e-06, -5.7829465641e-06
3.6261260612e-04, 8.9822589023e-06, -6.4291724388e-06, 8.8574378741e-06, -6.3267413386e-06
3.7363985777e-04, 9.8354553502e-06, -7.0407700160e-06, 9.6903399903e-06, -6.9216714216e-06
3.8500245431e-04, 1.0770565028e-05, -7.7117992017e-06, 1.0601563394e-05, -7.5725452812e-06
3.9671059374e-04, 1.1795389435e-05, -8.4475439358e-06, 1.1598472964e-05, -8.2846235458e-06
4.0877478422e-04, 1.2916151787e-05, -9.2480095485e-06, 1.2689126132e-05, -9.0636615228e-06
4.2120585347e-04, 1.4143649849e-05, -1.0123496021e-05, 1.3882338002e-05, -9.9159557156e-06
4.3401495847e-04, 1.5498278968e-05, -1.1106365928e-05, 1.5187752600e-05, -1.0848394714e-05
4.4721359550e-04, 1.6978134866e-05, -1.2170577982e-05, 1.6615920819e-05, -1.1868514871e-05
4.6081361044e-04, 1.8600847337e-05, -1.3319912286e-05, 1.8178385700e-05, -1.2984561215e-05
4.7482720943e-04, 2.0387606440e-05, -1.4600727224e-05, 1.9887775722e-05, -1.4205554087e-05
4.8926696978e-04, 2.2324644069e-05, -1.6037355186e-05, 2.1757906873e-05, -1.5541362052e-05
5.0414585130e-04, 2.4445440484e-05, -1.7588505950e-05, 2.3803894317e-05, -1.7002781655e-05
5.1947720791e-04, 2.6785725723e-05, -1.9316125773e-05, 2.6042274562e-05, -1.8601624687e-05
5.3527479962e-04, 2.9364606704e-05, -2.1156570149e-05, 2.8491139109e-05, -2.0350813649e-05
5.5155280491e-04, 3.2173866300e-05, -2.3200020394e-05, 3.1170280684e-05, -2.2264486203e-05
5.6832583343e-04, 3.5283166046e-05, -2.5434490540e-05, 3.4101353204e-05, -2.4358109431e-05
5.8560893910e-04, 3.8783412098e-05, -2.7842018781e-05, 3.7308046793e-05, -2.6648604852e-05
6.0341763365e-04, 4.2445992855e-05, -3.0561366537e-05, 4.0816279260e-05, -2.9154485186e-05
6.2176790055e-04, 4.6626298512e-05, -3.3493316079e-05, 4.4654405574e-05, -3.1896003981e-05
6.4067620929e-04, 5.1186660893e-05, -3.6718444812e-05, 4.8853447038e-05, -3.4895319313e-05
6.6015953026e-04, 5.6195467148e-05, -4.0258191543e-05, 5.3447342022e-05, -3.8176672873e-05
6.8023534989e-04, 6.1684013470e-05, -4.4212806256e-05, 5.8473220263e-05, -4.1766585902e-05
7.0092168639e-04, 6.7698669545e-05, -4.8484291532e-05, 6.3971702961e-05, -4.5694073543e-05
7.2223710592e-04, 7.4353625995e-05, -5.3260458642e-05, 6.9987231100e-05, -4.9990879357e-05
7.4420073926e-04, 8.1625059550e-05, -5.8501857315e-05, 7.6568424637e-05, -5.4691731884e-05
7.6683229894e-04, 8.9628168801e-05, -6.4274780150e-05, 8.3768475467e-05, -5.9834625333e-05
7.9015209697e-04, 9.8401252574e-05, -7.0649666625e-05, 9.1645577342e-05, -6.5461126673e-05
8.1418106307e-04, 1.0817511568e-04, -7.7660976047e-05, 1.0026339622e-04, -7.1616711585e-05
8.3894076344e-04, 1.1875980669e-04, -8.5455508249e-05, 1.0969158483e-04, -7.8351132022e-05
8.6445342011e-04, 1.3050007304e-04, -9.4016880254e-05, 1.2000634565e-04, -8.5718818321e-05
8.9074193091e-04, 1.4359269672e-04, -1.0348224962e-04, 1.3129104679e-04, -9.3779319133e-05
9.1782988998e-04, 1.5784757976e-04, -1.1398513998e-04, 1.4363689581e-04, -1.0259778272e-04
9.4574160900e-04, 1.7365467908e-04, -1.2559797974e-04, 1.5714367691e-04, -1.1224548351e-04
9.7450213897e-04, 1.9123482456e-04, -1.3842703642e-04, 1.7192055741e-04, -1.2280039815e-04
1.0041372927e-03, 2.1064786277e-04, -1.5264796788e-04, 1.8808697011e-04, -1.3434783579e-04
1.0346736680e-03, 2.3218965000e-04, -1.6841667583e-04, 2.0577357855e-04, -1.4698112753e-04
1.0661386715e-03, 2.5616364242e-04, -1.8590264327e-04, 2.2512333312e-04, -1.6080238080e-04
1.0985605433e-03, 2.8273401699e-04, -2.0537174993e-04, 2.4629262646e-04, -1.7592330461e-04
1.1319683823e-03, 3.1222810820e-04, -2.2705741769e-04, 2.6945255744e-04, -1.9246611245e-04
1.1663921724e-03, 3.4497875939e-04, -2.5134977543e-04, 2.9479031408e-04, -2.1056451005e-04
1.2018628091e-03, 3.8157826539e-04, -2.7843724598e-04, 3.2251068648e-04, -2.3036477606e-04
1.2384121276e-03, 4.2245044443e-04, -3.0876664675e-04, 3.5283772203e-04, -2.5202694431e-04
1.2760729314e-03, 4.6807983541e-04, -3.4282269390e-04, 3.8601653621e-04, -2.7572609729e-04
1.3148790211e-03, 5.1928678525e-04, -3.8109766972e-04, 4.2231529376e-04, -3.0165378126e-04
1.3548652258e-03, 5.7684035950e-04, -4.2430997462e-04, 4.6202737607e-04, -3.3001955434e-04
1.3960674332e-03, 6.4164234343e-04, -4.7314213080e-04, 5.0547375241e-04, -3.6105268029e-04
1.4385226227e-03, 7.1493280933e-04, -5.2860098694e-04, 5.5300557415e-04, -3.9500398153e-04
1.4822688982e-03, 7.9798944233e-04, -5.9176747976e-04, 6.0500701289e-04, -4.3214786635e-04
1.5273455224e-03, 8.9252787059e-04, -6.6406377846e-04, 6.6189836550e-04, -4.7278454679e-04
1.5737929518e-03, 1.0005600657e-03, -7.4711213204e-04, 7.2413945115e-04, -5.1724246511e-04
1.6216528735e-03, 1.1245242823e-03, -8.4281118372e-04, 7.9223332772e-04, -5.6588094837e-04
1.6709682422e-03, 1.2673987954e-03, -9.5435285736e-04, 8.6673035774e-04, -6.1909311267e-04
1.7217833187e-03, 1.4329329881e-03, -1.0840860956e-03, 9.4823265664e-04, -6.7730904046e-04
